ID,Nombre del negocio,Categoria,Grupo,Direccion,Barrio,Localidad,Ciudad,Distancia aprox. (km),Telefono,WhatsApp,Link WhatsApp,Correo electronico,Sitio web,Facebook,Instagram,LinkedIn,Horario de atencion,Calificacion Google,N Resenas,Propietario / Gerente,Persona de contacto,Presencia digital,Score Contacto,Servicios sugeridos,Observaciones comerciales,Prioridad,Fuente,place_id,lat,lon
GYX-71BF31F5FF,DEMO Restaurante Puente Aranda 326,Restaurante,Alimentacion,Calle 91 Sur #49-23,,Puente Aranda,Bogota D.C.,5.11,+57 300 000 3068,+57 300 000 3068,https://wa.me/573000003068,,,,,,,,,,,BAJA,100,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Contactar hoy por whatsapp (celular verificado en fuente publica); sin presencia digital, oportunidad alta para paquete completo; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000326,4.600293,-74.121822
GYX-A983CF855C,DEMO Restaurante Puente Aranda 346,Restaurante,Alimentacion,Calle 23 Sur #73-84,,Puente Aranda,Bogota D.C.,4.9,+57 300 000 2061,+57 300 000 2061,https://wa.me/573000002061,,,,,,,,,,,BAJA,100,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Contactar hoy por whatsapp (celular verificado en fuente publica); sin presencia digital, oportunidad alta para paquete completo; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000346,4.602289,-74.119842
GYX-C90B08E2F8,DEMO Floristeria Puente Aranda 196,Floristeria,Comercio,Calle 32 Sur #87-75,,Puente Aranda,Bogota D.C.,5.99,+57 300 000 5430,+57 300 000 5430,https://wa.me/573000005430,,,https://facebook.com/demofloristeria196,,,Mo-Sa 08:00-18:00,,,DEMO Operador 3,,MEDIA,100,Inventario | Dashboard BI | Catalogo digital | Pagina web | Automatizacion WhatsApp,"Contactar hoy por whatsapp (celular verificado en fuente publica); presencia digital parcial, ofrecer lo que le falta; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:way/1000196,4.620408,-74.124979
GYX-736E5E4CCE,DEMO Floristeria Puente Aranda 236,Floristeria,Comercio,Calle 129 Sur #83-22,,Puente Aranda,Bogota D.C.,3.51,+57 300 000 1930,+57 300 000 1930,https://wa.me/573000001930,,,https://facebook.com/demofloristeria236,,,,,,,,MEDIA,100,Inventario | Dashboard BI | Catalogo digital | Pagina web | Automatizacion WhatsApp,"Contactar hoy por whatsapp (celular verificado en fuente publica); presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:way/1000236,4.608014,-74.105884
GYX-CA63662D82,DEMO Floristeria Puente Aranda 296,Floristeria,Comercio,Calle 9 Sur #38-52,,Puente Aranda,Bogota D.C.,4.4,+57 300 000 5440,+57 300 000 5440,https://wa.me/573000005440,,https://demo-floristeria-296.example.com,,,,Mo-Sa 08:00-18:00,,,,,MEDIA,100,Inventario | Dashboard BI | Catalogo digital | Automatizacion WhatsApp | Gestion de redes,"Contactar hoy por whatsapp (celular verificado en fuente publica); presencia digital parcial, ofrecer lo que le falta; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:way/1000296,4.615755,-74.111362
GYX-678898602F,DEMO Inmobiliaria Bosa 210,Inmobiliaria,Servicios profesionales,Calle 168 Sur #32-20,,Bosa,Bogota D.C.,11.84,+57 300 000 1453,+57 300 000 1453,https://wa.me/573000001453,,https://demo-inmobiliaria-210.example.com,,,,,,,,,MEDIA,100,Landing page | CRM | Automatizacion de leads | Power BI | Automatizacion WhatsApp,"Contactar hoy por whatsapp (celular verificado en fuente publica); presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000210,4.609226,-74.182025
GYX-BF2B82D93C,DEMO Inmobiliaria Bosa 250,Inmobiliaria,Servicios profesionales,Calle 9 Sur #75-40,,Bosa,Bogota D.C.,11.03,+57 300 000 1251,+57 300 000 1251,https://wa.me/573000001251,,https://demo-inmobiliaria-250.example.com,,,,Mo-Sa 08:00-18:00,,,DEMO Operador 11,,MEDIA,100,Landing page | CRM | Automatizacion de leads | Power BI | Automatizacion WhatsApp,"Contactar hoy por whatsapp (celular verificado en fuente publica); presencia digital parcial, ofrecer lo que le falta; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000250,4.608654,-74.174722
GYX-18F0A51251,DEMO Inmobiliaria Bosa 290,Inmobiliaria,Servicios profesionales,Calle 155 Sur #82-18,,Bosa,Bogota D.C.,10.95,+57 300 000 1824,+57 300 000 1824,https://wa.me/573000001824,,,https://facebook.com/demoinmobiliaria290,,,,,,,,MEDIA,100,Landing page | CRM | Automatizacion de leads | Power BI | Automatizacion WhatsApp,"Contactar hoy por whatsapp (celular verificado en fuente publica); presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000290,4.61117,-74.173676
GYX-8458AEA236,DEMO Inmobiliaria Bosa 350,Inmobiliaria,Servicios profesionales,Calle 93 Sur #57-70,,Bosa,Bogota D.C.,14.65,+57 300 000 6546,+57 300 000 6546,https://wa.me/573000006546,,,,https://instagram.com/demoinmobiliaria350,,,,,,,MEDIA,100,Landing page | CRM | Automatizacion de leads | Power BI | Automatizacion WhatsApp,"Contactar hoy por whatsapp (celular verificado en fuente publica); presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000350,4.584732,-74.207284
GYX-8E53CA4D66,DEMO Inmobiliaria Bosa 390,Inmobiliaria,Servicios profesionales,Calle 93 Sur #32-18,,Bosa,Bogota D.C.,11.77,+57 300 000 6359,+57 300 000 6359,https://wa.me/573000006359,,,https://facebook.com/demoinmobiliaria390,,,,,,,,MEDIA,100,Landing page | CRM | Automatizacion de leads | Power BI | Automatizacion WhatsApp,"Contactar hoy por whatsapp (celular verificado en fuente publica); presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000390,4.613494,-74.180822
GYX-AE023F99ED,DEMO Restaurante Puente Aranda 066,Restaurante,Alimentacion,Calle 161 Sur #99-61,,Puente Aranda,Bogota D.C.,5.76,+57 300 000 1571,+57 300 000 1571,https://wa.me/573000001571,,,https://facebook.com/demorestaurante66,,,Mo-Sa 08:00-18:00,,,,,MEDIA,100,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Contactar hoy por whatsapp (celular verificado en fuente publica); presencia digital parcial, ofrecer lo que le falta; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000066,4.625266,-74.120079
GYX-D9F9037E4D,DEMO Restaurante Puente Aranda 186,Restaurante,Alimentacion,Calle 11 Sur #89-62,,Puente Aranda,Bogota D.C.,4.22,+57 300 000 1045,+57 300 000 1045,https://wa.me/573000001045,,,https://facebook.com/demorestaurante186,,,,,,,,MEDIA,100,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Contactar hoy por whatsapp (celular verificado en fuente publica); presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000186,4.622795,-74.104747
GYX-2D53DE9652,DEMO Floristeria Puente Aranda 016,Floristeria,Comercio,Calle 90 Sur #47-20,,Los Martires,Bogota D.C.,2.98,+57 300 000 4716,+57 300 000 4716,https://wa.me/573000004716,,,,,,,,,DEMO Operador 12,,BAJA,100,Inventario | Dashboard BI | Catalogo digital | Pagina web | Automatizacion WhatsApp | Gestion de redes,"Contactar hoy por whatsapp (celular verificado en fuente publica); sin presencia digital, oportunidad alta para paquete completo; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:way/1000016,4.613771,-74.097657
GYX-3F99E39122,DEMO Restaurante Puente Aranda 026,Restaurante,Alimentacion,Calle 165 Sur #85-56,,Teusaquillo,Bogota D.C.,4.1,+57 300 000 3248,+57 300 000 3248,https://wa.me/573000003248,,,,,,,,,,,BAJA,100,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Contactar hoy por whatsapp (celular verificado en fuente publica); sin presencia digital, oportunidad alta para paquete completo; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000026,4.631077,-74.09242
GYX-6858BBFFA8,DEMO Floristeria Puente Aranda 036,Floristeria,Comercio,Calle 141 Sur #42-41,,Teusaquillo,Bogota D.C.,4.8,+57 300 000 6071,+57 300 000 6071,https://wa.me/573000006071,contacto@demo-floristeria-36.example.com,https://demo-floristeria-36.example.com,,,,,,,,,MEDIA,100,Inventario | Dashboard BI | Catalogo digital | Automatizacion WhatsApp | Gestion de redes,"Contactar hoy por whatsapp (celular verificado en fuente publica); presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:way/1000036,4.638471,-74.091095
GYX-C4BA4745B3,DEMO Floristeria Puente Aranda 076,Floristeria,Comercio,Calle 105 Sur #87-57,,Teusaquillo,Bogota D.C.,4.51,+57 300 000 6115,+57 300 000 6115,https://wa.me/573000006115,,https://demo-floristeria-76.example.com,,https://instagram.com/demofloristeria76,,,,,,,MEDIA,100,Inventario | Dashboard BI | Catalogo digital | Automatizacion WhatsApp,"Contactar hoy por whatsapp (celular verificado en fuente publica); presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:way/1000076,4.63259,-74.097247
GYX-B9F82F0FB8,DEMO Abogados Ciudad Bolivar 352,Abogados,Servicios profesionales,Calle 34 Sur #10-67,,Ciudad Bolivar,Bogota D.C.,11.08,,,,contacto@demo-abogados-352.example.com,https://demo-abogados-352.example.com,,,,,,,,,MEDIA,60,Landing page | CRM | Automatizacion de leads | Power BI,"Enviar propuesta por correo y hacer seguimiento; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:way/1000352,4.546964,-74.161563
GYX-206C95587F,DEMO Drogueria Fontibon 314,Drogueria,Salud,Calle 21 Sur #47-12,,Fontibon,Bogota D.C.,10.82,,,,contacto@demo-drogueria-314.example.com,https://demo-drogueria-314.example.com,,,,,,,,,MEDIA,60,Agenda online | CRM | Automatizacion de citas | Agente IA,"Enviar propuesta por correo y hacer seguimiento; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000314,4.66439,-74.14724
GYX-CFA50A24E2,DEMO Estetica Fontibon 124,Centro estetico,Belleza,Calle 22 Sur #73-51,,Fontibon,Bogota D.C.,11.27,,,,contacto@demo-estetica-124.example.com,https://demo-estetica-124.example.com,,,,Mo-Sa 08:00-18:00,,,,,MEDIA,60,Agenda online | CRM | Automatizacion de citas | Agente IA,"Enviar propuesta por correo y hacer seguimiento; presencia digital parcial, ofrecer lo que le falta",MEDIA,OpenStreetMap,osm:way/1000124,4.662127,-74.154596
GYX-33526B52FD,DEMO Gimnasio Engativa 185,Gimnasio,Bienestar,Calle 41 Sur #68-47,,Engativa,Bogota D.C.,13.7,,,,contacto@demo-gimnasio-185.example.com,https://demo-gimnasio-185.example.com,,,,,,,,,MEDIA,60,Agenda online | CRM | Automatizacion de citas | Agente IA,"Enviar propuesta por correo y hacer seguimiento; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000185,4.715526,-74.113165
GYX-6ADDCA44E7,DEMO Odontologia Bosa 000,Odontologia,Salud,Calle 167 Sur #7-19,,Bosa,Bogota D.C.,14.22,,,,duplicado@demo-exacto.co,https://demo-odontologia-0.example.com,,,,Mo-Sa 08:00-18:00,,,,,MEDIA,60,Agenda online | CRM | Automatizacion de citas | Agente IA,"Enviar propuesta por correo y hacer seguimiento; presencia digital parcial, ofrecer lo que le falta",MEDIA,OpenStreetMap,osm:way/1000000,4.592953,-74.203966
GYX-420597D6A8,DEMO Peluqueria Ciudad Bolivar 102,Peluqueria,Belleza,Calle 42 Sur #45-28,,Ciudad Bolivar,Bogota D.C.,14.71,,,,contacto@demo-peluqueria-102.example.com,https://demo-peluqueria-102.example.com,,https://instagram.com/demopeluqueria102,,Mo-Sa 08:00-18:00,,,DEMO Operador 19,,MEDIA,60,Agenda online | CRM | Automatizacion de citas | Agente IA,"Enviar propuesta por correo y hacer seguimiento; presencia digital parcial, ofrecer lo que le falta",MEDIA,OpenStreetMap,osm:node/1000102,4.511076,-74.175733
GYX-D7C926EC3B,DEMO Consultorio Chapinero 249,Consultorio medico,Salud,Calle 78 Sur #20-74,,Barrios Unidos,Bogota D.C.,7.91,,,,contacto@demo-consultorio-249.example.com,https://demo-consultorio-249.example.com,,,,,,,,,MEDIA,60,Agenda online | CRM | Automatizacion de citas | Agente IA,"Enviar propuesta por correo y hacer seguimiento; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000249,4.668973,-74.069623
GYX-0DE2332366,DEMO Abogados Ciudad Bolivar 132,Abogados,Servicios profesionales,Calle 163 Sur #12-15,,Ciudad Bolivar,Bogota D.C.,12.83,+57 601 7677652,,,contacto@demo-abogados-132.example.com,,,https://instagram.com/demoabogados132,,Mo-Sa 08:00-18:00,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta",MEDIA,OpenStreetMap,osm:way/1000132,4.538527,-74.174897
GYX-A979FB66CE,DEMO Abogados Ciudad Bolivar 372,Abogados,Servicios profesionales,Calle 40 Sur #89-64,,Ciudad Bolivar,Bogota D.C.,9.63,+57 601 2174758,,,contacto@demo-abogados-372.example.com,,,https://instagram.com/demoabogados372,,Mo-Sa 08:00-18:00,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta",MEDIA,OpenStreetMap,osm:way/1000372,4.549583,-74.147794
GYX-4D12207BB3,DEMO Papeleria Engativa 075,Papeleria,Comercio,Calle 153 Sur #91-89,,Engativa,Bogota D.C.,14.42,+57 601 2387040,,,contacto@demo-papeleria-75.example.com,,,https://instagram.com/demopapeleria75,,,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000075,4.717828,-74.125769
GYX-32CDFBF52A,DEMO Abogados Ciudad Bolivar 052,Abogados,Servicios profesionales,Calle 57 Sur #58-52,,Ciudad Bolivar,Bogota D.C.,10.98,,,,contacto@demo-abogados-52.example.com,,,https://instagram.com/demoabogados52,,,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Enviar propuesta por correo y hacer seguimiento; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:way/1000052,4.546238,-74.160117
GYX-8B2D9A40E3,DEMO Peluqueria Ciudad Bolivar 242,Peluqueria,Belleza,Calle 168 Sur #47-29,,Ciudad Bolivar,Bogota D.C.,13.58,,,,contacto@demo-peluqueria-242.example.com,,https://facebook.com/demopeluqueria242,,,Mo-Sa 08:00-18:00,,,DEMO Operador 17,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; presencia digital parcial, ofrecer lo que le falta",BAJA,OpenStreetMap,osm:node/1000242,4.510362,-74.160969
GYX-08335DE3F9,DEMO Veterinaria Kennedy 281,Veterinaria,Salud,Calle 94 Sur #23-24,,Kennedy,Bogota D.C.,9.6,,,,contacto@demo-veterinaria-281.example.com,,,https://instagram.com/demoveterinaria281,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000281,4.617985,-74.160104
GYX-A838618D5C,DEMO Consultorio Chapinero 289,Consultorio medico,Salud,Calle 36 Sur #27-35,,Santa Fe,Bogota D.C.,4.74,,,,contacto@demo-consultorio-289.example.com,,https://facebook.com/democonsultorio289,,,,,,DEMO Operador 17,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000289,4.636049,-74.056227
GYX-7EB6965C08,DEMO Ferreteria Tunjuelito 193,Ferreteria,Comercio,Calle 90 Sur #71-41,,Ciudad Bolivar,Bogota D.C.,10.14,+57 601 6785646,,,contacto@demo-ferreteria-193.example.com,,,,,,,,,,BAJA,30,Inventario | Dashboard BI | Catalogo digital | Pagina web | Gestion de redes,"Llamar a fijo y pedir el celular del propietario; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000193,4.552618,-74.155068
GYX-9D9930C067,DEMO Veterinaria Kennedy 201,Veterinaria,Salud,Calle 172 Sur #88-83,,Kennedy,Bogota D.C.,6.82,+57 601 2002832,,,contacto@demo-veterinaria-201.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Llamar a fijo y pedir el celular del propietario; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000201,4.620831,-74.132972
GYX-EB85B75E06,DEMO Consultorio Chapinero 089,Consultorio medico,Salud,Calle 163 Sur #36-96,,Santa Fe,Bogota D.C.,5.06,+57 601 5853764,,,contacto@demo-consultorio-89.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Llamar a fijo y pedir el celular del propietario; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000089,4.637958,-74.053861
GYX-4CA189C080,DEMO Ropa Usaquen 078,Tienda de ropa,Comercio,Calle 94 Sur #83-35,,Usaquen,Bogota D.C.,13.75,+57 601 6144336,,,contacto@demo-ropa-78.example.com,,,,,Mo-Sa 08:00-18:00,,,,,BAJA,30,Inventario | Dashboard BI | Catalogo digital | Pagina web | Gestion de redes,"Llamar a fijo y pedir el celular del propietario; sin presencia digital, oportunidad alta para paquete completo",MEDIA,OpenStreetMap,osm:node/1000078,4.714287,-74.033342
GYX-E603EA3251,DEMO Abogados Ciudad Bolivar 252,Abogados,Servicios profesionales,Calle 90 Sur #28-38,,Ciudad Bolivar,Bogota D.C.,10.65,,,,contacto@demo-abogados-252.example.com,,,,,Mo-Sa 08:00-18:00,,,,,BAJA,30,Landing page | CRM | Automatizacion de leads | Power BI,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo",BAJA,OpenStreetMap,osm:way/1000252,4.529851,-74.143252
GYX-81FD4C78B0,DEMO Barberia Tunjuelito 123,Barberia,Belleza,Calle 72 Sur #46-41,,Tunjuelito,Bogota D.C.,7.57,,,,contacto@demo-barberia-123.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:node/1000123,4.577153,-74.140737
GYX-772635E8A3,DEMO Barberia Tunjuelito 343,Barberia,Belleza,Calle 127 Sur #83-75,,Tunjuelito,Bogota D.C.,10.01,,,,contacto@demo-barberia-343.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:node/1000343,4.555689,-74.155485
GYX-D8153A6010,DEMO Barberia Tunjuelito 363,Barberia,Belleza,Calle 19 Sur #90-17,,Tunjuelito,Bogota D.C.,7.01,,,,contacto@demo-barberia-363.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:node/1000363,4.570955,-74.132904
GYX-2CD986B6D1,DEMO Drogueria Fontibon 154,Drogueria,Salud,Calle 96 Sur #96-27,,Fontibon,Bogota D.C.,9.83,,,,contacto@demo-drogueria-154.example.com,,,,,Mo-Sa 08:00-18:00,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo",BAJA,OpenStreetMap,osm:node/1000154,4.653111,-74.145254
GYX-A326ED47B8,DEMO Estetica Fontibon 004,Centro estetico,Belleza,Calle 148 Sur #39-77,,Fontibon,Bogota D.C.,12.9,,,,contacto@demo-estetica-4.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:way/1000004,4.67796,-74.160236
GYX-1BA49A5952,DEMO Ferreteria Tunjuelito 273,Ferreteria,Comercio,Calle 54 Sur #76-88,,Tunjuelito,Bogota D.C.,8.24,,,,contacto@demo-ferreteria-273.example.com,,,,,,,,,,BAJA,30,Inventario | Dashboard BI | Catalogo digital | Pagina web | Gestion de redes,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:node/1000273,4.581844,-74.148339
GYX-11D54ABD88,DEMO Ferreteria Tunjuelito 293,Ferreteria,Comercio,Calle 118 Sur #72-40,,Tunjuelito,Bogota D.C.,9.49,,,,contacto@demo-ferreteria-293.example.com,,,,,,,,,,BAJA,30,Inventario | Dashboard BI | Catalogo digital | Pagina web | Gestion de redes,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:node/1000293,4.559283,-74.152079
GYX-7A0CD6A12C,DEMO Gimnasio Engativa 345,Gimnasio,Bienestar,Calle 19 Sur #12-30,,Engativa,Bogota D.C.,12.1,,,,contacto@demo-gimnasio-345.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:node/1000345,4.704996,-74.096174
GYX-C65DC4A576,DEMO Inmobiliaria Bosa 050,Inmobiliaria,Servicios profesionales,Calle 21 Sur #7-62,,Bosa,Bogota D.C.,13.98,,,,contacto@demo-inmobiliaria-50.example.com,,,,,,,,,,BAJA,30,Landing page | CRM | Automatizacion de leads | Power BI,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000050,4.602166,-74.201863
GYX-A11F419C89,DEMO Inmobiliaria Bosa 070,Inmobiliaria,Servicios profesionales,Calle 17 Sur #84-14,,Bosa,Bogota D.C.,13.84,,,,contacto@demo-inmobiliaria-70.example.com,,,,,Mo-Sa 08:00-18:00,,,,,BAJA,30,Landing page | CRM | Automatizacion de leads | Power BI,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000070,4.610115,-74.200108
GYX-1976E73D8E,DEMO Inmobiliaria Bosa 170,Inmobiliaria,Servicios profesionales,Calle 108 Sur #51-68,,Bosa,Bogota D.C.,13.91,,,,contacto@demo-inmobiliaria-170.example.com,,,,,,,,,,BAJA,30,Landing page | CRM | Automatizacion de leads | Power BI,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000170,4.606766,-74.200981
GYX-2FDEE68E08,DEMO Odontologia Bosa 060,Odontologia,Salud,Calle 59 Sur #64-14,,Bosa,Bogota D.C.,10.81,,,,contacto@demo-odontologia-60.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:way/1000060,4.606694,-74.172994
GYX-3CFB950D7B,DEMO Peluqueria Ciudad Bolivar 182,Peluqueria,Belleza,Calle 159 Sur #56-76,,Ciudad Bolivar,Bogota D.C.,12.58,,,,contacto@demo-peluqueria-182.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:node/1000182,4.531458,-74.167503
GYX-14D740BC68,DEMO Restaurante Puente Aranda 226,Restaurante,Alimentacion,Calle 151 Sur #33-78,,Puente Aranda,Bogota D.C.,3.93,,,,contacto@demo-restaurante-226.example.com,,,,,,,,,,BAJA,30,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000226,4.626783,-74.096552
GYX-FE4BB1EE5B,DEMO Veterinaria Kennedy 041,Veterinaria,Salud,Calle 1 Sur #59-18,,Kennedy,Bogota D.C.,8.88,,,,contacto@demo-veterinaria-41.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:node/1000041,4.627227,-74.150428
GYX-09FF9CB9AC,DEMO Veterinaria Kennedy 101,Veterinaria,Salud,Calle 7 Sur #56-39,,Kennedy,Bogota D.C.,8.34,,,,contacto@demo-veterinaria-101.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:node/1000101,4.633588,-74.142095
GYX-ACA3EC8508,DEMO Veterinaria Kennedy 221,Veterinaria,Salud,Calle 118 Sur #88-60,,Kennedy,Bogota D.C.,9.31,,,,contacto@demo-veterinaria-221.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:node/1000221,4.638415,-74.149394
GYX-CA13EB3506,DEMO Veterinaria Kennedy 321,Veterinaria,Salud,Calle 68 Sur #72-55,,Kennedy,Bogota D.C.,8.38,,,,contacto@demo-veterinaria-321.example.com,,,,,,,,,,BAJA,30,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Enviar propuesta por correo y hacer seguimiento; sin presencia digital, oportunidad alta para paquete completo; horario no publicado",BAJA,OpenStreetMap,osm:node/1000321,4.628879,-74.144792
